setting,encoder,permitted,D,k,seed,target,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
A=race,clip,race,768,2,0,B_gender,lr,wd=0.1,0.561854327632607,0.5403876415503104,0.5458347856395956,0.5263304470737084,0.2620007991790771
A=race,clip,race,768,2,0,B_gender,mlp,"h=256,seed=0",0.5576004861533119,0.5463251257369304,0.5364238410596026,0.5270732635491109,1.6799983978271484
A=race,clip,race,768,2,0,B_gender,mlp,"h=256,seed=1",0.5500477472002778,0.5502306424706914,0.5231788079470199,0.5239626268916369,1.5894992351531982
A=race,clip,race,768,2,0,B_gender,mlp,"h=1024,seed=0",0.563764215643719,0.547170893702913,0.5392122690833043,0.5251418418685566,2.6450002193450928
A=race,clip,race,768,2,0,B_gender,mlp,"h=1024,seed=1",0.5497873079260353,0.5495086300551091,0.5203903799233183,0.5203016734375154,2.6500024795532227
A=race,clip,race,768,2,0,B_gender,rff,gamma x0.5,0.5561246635992708,0.5520610748320961,0.5454862321366329,0.542890608783323,1.4598987102508545
A=race,clip,race,768,2,0,B_gender,rff,gamma x2.0,0.5668894869346297,0.5586968994000645,0.5413035901010805,0.5341445996303216,0.4089879989624023
A=race,clip,race,768,2,0,B_gender,tree,"depth=None,it=16",0.6366003993402205,0.6358694372333553,0.5350296270477518,0.531706105625241,75.80000019073486
A=race,clip,race,768,2,0,B_gender,tree,"depth=6,it=18",0.6334751280493098,0.6314487309545418,0.5284071104914604,0.5243750556000356,74.17350101470947
A=race,clip,race,768,2,0,B_gender,knn,k=15,1.0,1.0,0.5416521436040432,0.5194180035386333,1.6749999523162842
A=race,clip,race,768,2,0,B_gender,knn,k=50,1.0,1.0,0.5531544092018125,0.5220855696903202,1.683500051498413
A=race,clip,race,768,2,0,B_age,lr,wd=1e-05,0.2560508516013365,0.2632765475853545,0.242503259452412,0.2403929569235011,0.4194996356964111
A=race,clip,race,768,2,0,B_age,lr,wd=0.001,0.2560508516013365,0.2632765475853545,0.242503259452412,0.2403929569235011,0.2719998359680176
A=race,clip,race,768,2,0,B_age,lr,wd=0.1,0.2558063727487572,0.2632582215250268,0.241199478487614,0.2393292377691281,0.2684986591339111
A=race,clip,race,768,2,0,B_age,mlp,"h=256,seed=0",0.1939532230462065,0.297254329949705,0.1897001303780965,0.2856189630779195,2.008500337600708
A=race,clip,race,768,2,0,B_age,mlp,"h=256,seed=1",0.1825442099258414,0.3032368303110642,0.1747066492829204,0.2801122267684685,2.1475017070770264
A=race,clip,race,768,2,0,B_age,mlp,"h=1024,seed=0",0.1875152799282862,0.3001709872332671,0.1825293350717079,0.2904390014260825,3.688500165939331
A=race,clip,race,768,2,0,B_age,mlp,"h=1024,seed=1",0.1884117023877434,0.3016924599976385,0.1792698826597131,0.2920583392960769,4.227500915527344
A=race,clip,race,768,2,0,B_age,rff,gamma x0.5,0.2272838399478445,0.3008980834363466,0.2174054758800521,0.2870511680925312,1.3775012493133545
A=race,clip,race,768,2,0,B_age,rff,gamma x2.0,0.2334773042131855,0.3221086591931391,0.2092568448500651,0.2809006830169173,0.4720008373260498
A=race,clip,race,768,2,0,B_age,tree,"depth=None,it=15",0.4074647542987532,0.5388877063876978,0.2659713168187744,0.2790987721912337,77.5135006904602
A=race,clip,race,768,2,0,B_age,tree,"depth=6,it=18",0.3610137723086953,0.4891526551397248,0.2408735332464146,0.2665092442784463,79.03099870681763
A=race,clip,race,768,2,0,B_age,knn,k=15,1.0,1.0,0.4970664928292047,0.2310571842019716,1.722001075744629
A=race,clip,race,768,2,0,B_age,knn,k=50,1.0,1.0,0.5365058670143416,0.2320040977411461,1.978499412536621
A=race,clip,race,768,2,1,A_kept,lr,wd=1e-05,0.8955260369977996,0.8572372049121292,0.886245110821382,0.8367069062887679,0.3934977054595947
A=race,clip,race,768,2,1,A_kept,lr,wd=0.001,0.8955260369977996,0.8572372049121292,0.886245110821382,0.8367069062887679,0.2529997825622558
A=race,clip,race,768,2,1,A_kept,lr,wd=0.1,0.8951185722435009,0.8573685876644449,0.8852672750977836,0.8375642731605967,0.2520012855529785
