f,seed,target,n_classes,chance_balanced,abs_err,rel_err,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.20902941895526037,0.3183450798282323,0.2213168187744459,0.3191175689670339,0.23849964141845703
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.20870344715182138,0.3182743050799338,0.2213168187744459,0.3191175689670339,0.24503827095031738
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.24765707766278217,0.3694317094324269,0.23859191655801826,0.3422983441377091,1.536637783050537
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.30763588949555865,0.3742242075085056,0.29595827900912647,0.3388555884102434,1.4460272789001465
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.23518865618124032,0.37207070950015214,0.2183833116036506,0.3324700569668645,2.809783697128296
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.34259636541439165,0.37534111205942927,0.32985658409387225,0.3395531693527491,2.819840431213379
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.25507293619101945,0.3582700622133328,0.24967405475880053,0.3498027612734117,0.44497203826904297
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.29215222883220604,0.39161303482109056,0.26108213820078224,0.333354387887735,0.43849921226501465
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=16",0.5135685763181485,0.6222651889250672,0.3484354628422425,0.3164199458688023,63.32194423675537
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=21",0.49808491565479585,0.6171191840023489,0.3318122555410691,0.3370946263896788,63.19000172615051
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.5283572359843546,0.2581833128124803,1.491499900817871
16,1,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.5541069100391134,0.25658667549921865,1.5604984760284424
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.935436690346845,0.9191369494190536,0.9127572016460905,0.8918240308354533,0.23146653175354004
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.935436690346845,0.9191369494190536,0.9127572016460905,0.8918240308354533,0.22100496292114258
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.934391976598412,0.9181584848886091,0.9106995884773662,0.8909801489789132,0.2274949550628662
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.9377350605933974,0.937386215208007,0.9078189300411522,0.892570967165397,1.287001609802246
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.9370037609694943,0.9322285547820428,0.9090534979423869,0.8854370033034028,1.2835006713867188
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.9355411617216882,0.9420637124711402,0.9041152263374486,0.8835519789079882,2.235098361968994
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.9458838278311743,0.9399380780517987,0.911522633744856,0.876204470725787,2.2350962162017822
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.9383618888424572,0.9239195710940518,0.91440329218107,0.8974152870503531,0.3645017147064209
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.9393021312160468,0.9275702892987088,0.9111111111111111,0.8952499258883823,0.3959922790527344
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=24",0.9824488090263268,0.9764592481561836,0.9152263374485596,0.8710603193048814,61.91653656959534
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=25",0.9700167154199749,0.9688606544898729,0.9139917695473251,0.875095063317789,61.66000986099243
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.9197530864197531,0.8702330823605043,0.9805405139923096
16,2,A_kept,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.9213991769547325,0.8676581331542966,1.0659613609313965
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.7851055946646907,0.7909269196830048,0.7946708463949843,0.7943645397489539,0.2194995880126953
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.7851055946646907,0.7909269196830048,0.7946708463949843,0.7943645397489539,0.21449899673461914
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.7851055946646907,0.7913719993188346,0.7946708463949843,0.7943645397489539,0.2219986915588379
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.8077065579844387,0.8107662125095173,0.8072100313479624,0.802732740585774,0.5715007781982422
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.7902927010003705,0.8113717319192115,0.7899686520376176,0.797463389121339,0.5575072765350342
